,sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,orientacion,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio
810,TPI,,TOMACHIPAN,San José del Guaviare,Guaviare,Aeródromo,2.2757,-72.7747,GOBERNACION,JUNTA DE ACCION COMUNAL,500.0,10.0,5680.0,,580.0," 6254,000",,,1A,Público,1077.0,95,95001
811,TQM,,TEQUENDAMA,Aracataca,Magdalena,Aeródromo,,,,,,,,,,,,,,,2.0,47,47053
812,TQS,SQF,SOLANO,Solano,Caquetá,Aeródromo,0.7458,-75.2344,CORREGIMIENTO(MUNICIPIO),CORREGIMIENTO(MUNICIPIO),525.0,16.0,2300.0,,860.0," 3660,000",,,1A,Público,1530.0,18,18756
813,TRB,TRB,GONZALO MEJIA,Turbo,Antioquia,Aeródromo,8.0745,-76.741,AEROCIVIL,COMODATO- ARMADA,1004.0,13.0,12202.0,,7.0," 3373,000",,,2A,Aerocivil,2581.0,5,5837
814,TRD,,PALMARITO 2,Trinidad,Casanare,Aeródromo,5.3322,-71.2347,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,840.0,25.0,12000.0,,459.0," 5603,000",,,1A,Privado,5531.0,85,85430
815,TRE,,LA ENVIDIA,Tauramena,Casanare,Aeródromo,,,,,,,,,,,,,,,2.0,85,85410
816,TRI,,LOS TOROS,Trinidad,Casanare,Aeródromo,5.4275,-71.2164,HORACIO PAN BARRAGAN,PERENCO COLOMBIA LIMITED,1100.0,20.0,12202.0,,450.0," 1405,000",,,1A,Privado,6107.0,85,85430
817,TRM,,LA CONCORDIA,Tauramena,Casanare,Aeródromo,4.9311,-72.6419,VICTOR H-TORRES Z.,AVIOCOL LTDA.,780.0,10.0,3000.0,,813.0,"   78,000",,,1A,Fumigación,,85,85410
818,TRP,,TARAPACA,Tarapacá,Amazonas,Aeródromo,,,,,,,,,,,,,,,891.0,91,91798
819,TRR,,TRES RIOS,Miraflores,Guaviare,Aeródromo,,,,,,,,,,,,,,,61.0,95,95200
820,TSI,,SANTA BARBARA,Tesalia,Huila,Aeródromo,2.4583,-75.7419,,TEA S.A.,545.0,10.0,2000.0,,2640.0,,,,1A,Fumigación,,41,41797
821,TTM,TTM,TABLON DE TAMARA,Támara,Casanare,Aeródromo,5.7267,-72.1006,AEROCIVIL,AEROCIVIL,1317.0,30.0,12202.0,,1650.0,"  644,000",1967-06-05,,2C,Aerocivil,13.0,85,85400
822,TUE,,TUCANES - CA.,Montenegro,Quindío,Aeródromo,4.4758,-75.8411,OMAR LOZANO M.,AEROCLUB TUCANES,210.0,10.0,400.0,,3900.0," 4737,000",,2015-09-11,UL,Privado,4.0,63,63470
823,TUN,,TUNJA,Tunja,Boyacá,Aeródromo,,,,,,,,,,,,,,,136.0,15,15001
824,UIB,UIB,EL CARAÑO,Quibdó,Chocó,Nacional,5.6908,-76.6412,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,1300.0,30.0,63196.0,,192.0,"  522,000",1968-07-03,,3C,Aerocivil,88706.0,27,27001
825,ULQ,ULQ,FARFAN HERIBERTO GIL MAR,Tuluá,Valle del Cauca,Regional,4.0945,-76.2239,MUNICIPIO,MUNICIPIO,1100.0,45.0,33112.0,,3132.0," 1026,000",,,2C,Público,1116.0,76,76834
826,ULT,,ULTRAMOJANA,Caucasia,Antioquia,Aeródromo,,,,,,,,,,,,,,,1.0,5,5154
827,UMB,,UMBRIA,Cumaral,Meta,Aeródromo,4.1906,-73.2617,JESUS M. CABALLERO,FARO LTDA.,580.0,10.0,2000.0,,757.0,"  689,000",,,1A,Fumigación,2.0,50,50226
828,URA,,PUERTO ESTRELLA,Uribia,La Guajira,Aeródromo,12.35,-71.3,CORREGIMIENTO,CORREGIMIENTO,1180.0,25.0,12202.0,,20.0," 3660,000",,,2B,Público,8.0,44,44847
829,URM,URI,URIBE,Uribe,Meta,Aeródromo,3.2369,-74.3463,MUNICIPIO,MUNICIPIO,1000.0,20.0,,,2240.0," 2404,000",,,2B,Público,5192.0,50,50370
830,URR,URR,ALI PIEDRAHITA,Urrao,Antioquia,Regional,6.3273,-76.1409,AEROCIVIL,AEROCIVIL,865.0,10.0,,,6104.0,"  551,000",1968-07-10,,2A,Aerocivil,3524.0,5,5847
831,VAL,,VALENCIA,Valencia,Córdoba,Aeródromo,,,,,,,,,,,,,,,23.0,23,23855
832,VAP,,CAMPO ALEGRE,Valledupar,Cesar,Aeródromo,,,,,,,,,,,,,,,6.0,20,20001
833,VAR,,VARSOVIA,San Vicente del Caguán,Caquetá,Aeródromo,,,,,,,,,,,,,,,1.0,18,18753
834,VAV,,VARSOVIA,San Luis,Tolima,Aeródromo,4.0172,-75.1575,MAHECHA Y CASAS,SANIDAD VEGETAL CRUZ,920.0,10.0,2000.0,,1200.0," 1682,000",,,1A,Fumigación,,73,73678
835,VCC,,EL DIAMANTE,San Carlos de Guaroa,Meta,Aeródromo,3.8844,-73.1595,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,,686.0," 2634,000",,,1A,Fumigación,21.0,50,50680
836,VCI,,LA REALIDAD,Villavicencio,Meta,Aeródromo,3.9961,-73.3769,JAVIER DIAZ BARON,COMERCIALIZADORA ECO,860.0,10.0,2000.0,,915.0," 1946,000",,,1A,Fumigación,,50,50001
837,VDF,,VIGIA DEL FUERTE,Vigía del Fuerte,Antioquia,Aeródromo,6.5681,-76.8877,MUNICIPIO,MUNICIPIO,770.0,10.0,,,53.0,"  192,000",,,1A,Público,6466.0,5,5873
838,VDP,,MADACI,Valledupar,Cesar,Aeródromo,,,,,,,,,,,,,,,1.0,20,20001
839,VEL,,VELASQUEZ,Puerto Boyacá,Boyacá,Aeródromo,,,,,,,,,,,,,,,2325.0,15,15572
840,VGP,VGZ,CANANGUCHAL,Villagarzón,Putumayo,Regional,0.9785,-76.6064,AEROCIVIL,AEROCIVIL,1300.0,20.0,,,397.0," 1270,000",1972-05-09,,3B,Aerocivil,5927.0,86,86885
841,VIC,,EL CONVENTO,Villavicencio,Meta,Aeródromo,4.0227,-73.3529,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,,837.0," 2634,000",,,1A,Fumigación,64.0,50,50001
842,VIH,,VISTA HERMOSA,Vistahermosa,Meta,Aeródromo,3.1351,-73.7579,MUNICIPIO,MUNICIPIO,870.0,15.0,5670.0,,150.0," 4559,000",,,2A,Público,183.0,50,50711
843,VIL,,PALMAS DEL CASANARE,Villanueva,Casanare,Aeródromo,,,,,,,,,,,,,,,8.0,85,85440
844,VLA,,VILLANUEVA,Villanueva,Casanare,Aeródromo,4.6371,-72.9498,MUNICIPIO,MUNICIPIO,1300.0,23.0,12202.0,,1220.0," 2807,000",,,2B,Fumigación,2140.0,85,85440
845,VLE,,SEÑORIAS,Villanueva,Casanare,Aeródromo,0.3878,-72.7775,MAURO A. PINILLA VARGAS,TAES LTDA.,760.0,10.0,2000.0,,538.0," 1003,000",,,1A,Fumigación,,85,85440
846,VLL,,VILLANUEVA,Villanueva,La Guajira,Aeródromo,10.5833,-73.0167,MUNICIPIO,MUNICIPIO,900.0,20.0,4000.0,,600.0," 3660,000",,,1A,Público,1.0,44,44874
847,VLU,,PALMAR DE ORIENTE,Villanueva,Casanare,Aeródromo,4.4924,-72.8408,PALMAR DEL ORIENTE S.A.,PALMAR DEL ORIENTE S.A.,860.0,15.0,3000.0,,643.0," 4892,000",,2014-10-11,1A,Privado,53.0,85,85440
848,VNL,,COLEGIAL,Villanueva,Casanare,Aeródromo,4.4945,-72.7719,SAMOS DE COL. LTDA,FUMIVILLA LTDA,700.0,10.0,2000.0,,574.0," 5913,000",,,1A,Fumigación,11.0,85,85440
849,VNU,,SOCEAGRO,Villanueva,Casanare,Aeródromo,4.4881,-72.8319,SOCEAGRO,ASAM LTDA.,1100.0,12.0,2000.0,,649.0,"  174,000",,,1A,Fumigación,6.0,85,85440
850,VUP,VUP,ALFONSO LOPEZ PUMAREJO,Valledupar,Cesar,Nacional,10.4351,-73.2494,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,2100.0,30.0,,,450.0,"  352,000",1968-05-17,,4C,Aerocivil,23158.0,20,20001
851,VVA,,VILLANUEVA,Turbo,Antioquia,Aeródromo,,,,,,,,,,,,,,,69.0,5,5837
852,VVC,VVC,VANGUARDIA,Villavicencio,Meta,Nacional,4.1684,-73.6147,AEROCIVIL,AEROCIVIL,1940.0,30.0,,,1366.0,"  499,000",1968-06-12,,3C,Aerocivil,117754.0,50,50001
853,VVD,,LAS BRISAS,Villavicencio,Meta,Aeródromo,,,,,,,,,,,,,,,114.0,50,50001
854,VVJ,,SINAI,Villavieja,Huila,Aeródromo,3.3255,-75.1866,SANIDAD VEGETAL CRUZ VERDE,SANIDAD VEGETAL CRUZ VERDE,600.0,10.0,2500.0,,1299.0," 2136,000",,,1A,Fumigación,,41,41872
855,VVL,,TAPA - CHICAMOCHA,Villavicencio,Meta,Aeródromo,,,,,,,,,,,,,,,3.0,50,50001
856,VVN,,NEIVA YORK - MILENA,Villavicencio,Meta,Aeródromo,4.0903,-73.2342,COMERCIALIZADORA ECO,COMERCIALIZADORA ECO,790.0,15.0,6500.0,,754.0,"  398,000",,,1A,Fumigación,3.0,50,50001
857,VVU,,SANTA ISABEL,Villavicencio,Meta,Aeródromo,3.9873,-73.2091,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,,689.0," 2634,000",2012-05-24,,1A,Fumigación,1.0,50,50001
858,YAG,,YAGUARA II,San Vicente del Caguán,Caquetá,Aeródromo,,,,,,,,,,,,,,,5.0,18,18753
859,YAP,,YAPIMA,Mitú,Vaupés,Aeródromo,1.0825,-69.4914,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,500.0,15.0,2300.0,,600.0," 3423,000",1997-09-16,,1A,Público,2.0,97,97001
860,YOP,,TROMPILLOS,Yopal,Casanare,Aeródromo,5.0932,-72.1807,ALEXANDER RIVERA,CELTA LTDA.,800.0,15.0,2000.0,,623.0," 4736,000",2013-09-06,,1A,Fumigación,4.0,85,85001
861,YPL,,CIENAGA,Yopal,Casanare,Aeródromo,5.2481,-72.8686,ALVARO MALAVER,SER.FUM.AER.CAS-SFA,890.0,10.0,2000.0,,609.0," 4216,000",2014-08-06,2017-09-04,1A,Fumigación,39.0,85,85001
862,YPP,,GERMAN ALBERTO,Yopal,Casanare,Aeródromo,5.1875,-72.3191,JOSE NELSON PEREZ R.,CELTA LTDA.,800.0,15.0,2000.0,,735.0," 4511,000",2012-08-16,2015-09-07,1A,Fumigación,12.0,85,85001
863,YYP,,LOS CABROS,Yopal,Casanare,Aeródromo,,,,,,,,,,,,,,,2.0,85,85001
864,ZPS,AZT,GUILLERMO GOMEZ ORTIZ,Zapatoca,Santander,Aeródromo,6.7674,-73.2846,MUNICIPIO,MUNICIPIO,700.0,14.0,2300.0,,5918.0,"   11,000",1968-01-09,,1A,Público,30.0,68,68895
